playerID,yearID,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID
knorrra01,2001,1,34,91,13,20,2,0,3,10.0,0.0,0.0,8,22.0,0.0,1.0,2.0,1.0,4.0,1968.0,11.0,12.0,USA,CA,San Gabriel,,,,,,,Randy,Knorr,Randy Duane,205.0,74.0,R,R,1991-09-05,2001-09-09,knorr001,knorrra01
knotter01,2001,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1974.0,9.0,23.0,USA,IL,Harvey,,,,,,,Eric,Knott,Eric James,188.0,72.0,L,L,2001-09-01,2003-08-26,knote001,knotter01
knottga01,2001,1,2,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,2.0,12.0,USA,AL,Decatur,,,,,,,Gary,Knotts,Gary Everett,235.0,76.0,R,R,2001-07-28,2004-10-02,knotg001,knottga01
kochbi01,2001,1,69,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,12.0,14.0,USA,NY,Rockville Centre,,,,,,,Billy,Koch,William Christopher,218.0,75.0,R,R,1999-05-05,2004-08-26,kochb001,kochbi01
kohlmry01,2001,1,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,6.0,25.0,USA,KS,Salina,,,,,,,Ryan,Kohlmeier,Ryan Lyle,195.0,74.0,R,R,2000-07-29,2001-10-05,kohlr001,kohlmry01
kolbbr01,2001,1,10,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,11.0,20.0,USA,CA,Oakland,,,,,,,Brandon,Kolb,Brandon Charles,190.0,73.0,R,R,2000-05-12,2001-09-19,kolbb001,kolbbr01
kolbda01,2001,1,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,3.0,29.0,USA,IL,Sterling,,,,,,,Danny,Kolb,Daniel Lee,185.0,76.0,R,R,1999-06-04,2007-06-20,kolbd001,kolbda01
konerpa01,2001,1,156,582,92,164,35,0,32,99.0,1.0,0.0,54,89.0,6.0,9.0,0.0,5.0,17.0,1976.0,3.0,5.0,USA,RI,Providence,,,,,,,Paul,Konerko,Paul Henry,220.0,74.0,R,R,1997-09-08,2014-09-28,konep001,konerpa01
koplomi01,2001,1,9,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1976.0,8.0,30.0,USA,PA,Philadelphia,,,,,,,Mike,Koplove,Michael Paul,165.0,72.0,R,R,2001-09-06,2007-09-26,koplm001,koplomi01
koskico01,2001,1,153,562,100,155,37,2,26,103.0,27.0,6.0,68,118.0,9.0,12.0,0.0,7.0,16.0,1973.0,6.0,28.0,CAN,MB,Anola,,,,,,,Corey,Koskie,Cordel Leonard,215.0,75.0,L,R,1998-09-09,2006-07-05,koskc001,koskico01
kotsama01,2001,1,119,406,67,118,29,1,10,58.0,13.0,5.0,48,58.0,1.0,2.0,1.0,3.0,11.0,1975.0,12.0,2.0,USA,CA,Whittier,,,,,,,Mark,Kotsay,Mark Steven,220.0,72.0,L,L,1997-07-11,2013-09-29,kotsm001,kotsama01
kreutch01,2001,1,73,191,21,41,11,1,6,17.0,0.0,0.0,41,52.0,2.0,1.0,0.0,1.0,5.0,1964.0,8.0,26.0,USA,CA,Greenbrae,,,,,,,Chad,Kreuter,Chadden Michael,190.0,74.0,B,R,1988-09-14,2003-04-27,kreuc001,kreutch01
lakerti01,2001,1,16,33,5,6,0,0,1,5.0,0.0,0.0,6,8.0,0.0,0.0,1.0,0.0,1.0,1969.0,11.0,27.0,USA,CA,Encino,,,,,,,Tim,Laker,Timothy John,185.0,74.0,R,R,1992-08-18,2006-06-18,laket001,lakerti01
lambmi01,2001,1,76,284,42,87,18,0,4,35.0,2.0,1.0,14,27.0,1.0,5.0,1.0,2.0,6.0,1975.0,8.0,9.0,USA,CA,West Covina,,,,,,,Mike,Lamb,Michael Robert,205.0,73.0,L,R,2000-04-23,2010-07-17,lambm001,lambmi01
lampkto01,2001,1,79,204,28,46,10,0,5,22.0,1.0,0.0,18,41.0,1.0,7.0,1.0,1.0,4.0,1964.0,3.0,4.0,USA,OH,Cincinnati,,,,,,,Tom,Lampkin,Thomas Michael,180.0,71.0,L,R,1988-09-10,2002-09-28,lampt001,lampkto01
lankfra01,4002,3,131,389,58,98,28,4,19,58.0,10.0,2.0,62,145.0,9.0,4.0,1.0,3.0,6.0,1967.0,6.0,5.0,USA,CA,Los Angeles,,,,,,,Ray,Lankford,Raymond Lewis,180.0,71.0,L,L,1990-08-21,2004-10-03,lankr001,lankfra01
lansimi01,2001,1,106,352,45,88,23,0,8,34.0,3.0,3.0,22,50.0,1.0,1.0,4.0,3.0,7.0,1968.0,4.0,3.0,USA,WY,Rawlins,,,,,,,Mike,Lansing,Michael Thomas,175.0,72.0,R,R,1993-04-07,2001-09-08,lansm001,lansimi01
larkiba01,2001,1,45,156,29,40,12,0,2,17.0,3.0,2.0,27,25.0,2.0,2.0,0.0,0.0,2.0,1964.0,4.0,28.0,USA,OH,Cincinnati,,,,,,,Barry,Larkin,Barry Louis,185.0,72.0,R,R,1986-08-13,2004-10-03,larkb001,larkiba01
larsobr01,2001,1,14,33,2,4,2,0,0,1.0,0.0,0.0,2,10.0,0.0,0.0,0.0,0.0,1.0,1976.0,5.0,24.0,USA,TX,San Angelo,,,,,,,Brandon,Larson,Brandon John,210.0,72.0,R,R,2001-05-04,2004-07-17,larsb001,larsobr01
larueja01,2001,1,121,364,39,86,21,2,12,43.0,3.0,3.0,27,106.0,4.0,9.0,1.0,2.0,11.0,1974.0,3.0,19.0,USA,TX,Houston,,,,,,,Jason,LaRue,Michael Jason,200.0,71.0,R,R,1999-06-15,2010-08-03,laruj001,larueja01
lathach01,2001,1,43,73,12,20,3,1,2,10.0,4.0,1.0,10,28.0,1.0,1.0,0.0,0.0,1.0,1973.0,5.0,26.0,USA,ID,Coeur d'Alene,,,,,,,Chris,Latham,Christopher Joseph,195.0,72.0,B,R,1997-04-12,2003-04-18,lathc001,lathach01
lawrebr02,2001,1,27,26,0,3,2,0,0,3.0,0.0,0.0,0,7.0,0.0,0.0,2.0,1.0,0.0,1976.0,5.0,14.0,USA,CO,Fort Collins,,,,,,,Brian,Lawrence,Brian Michael,195.0,72.0,R,R,2001-04-15,2007-09-17,lawrb001,lawrebr02
lawtoma02,4002,3,151,559,95,155,36,1,13,64.0,29.0,8.0,85,80.0,6.0,11.0,0.0,2.0,16.0,1971.0,11.0,30.0,USA,MS,Gulfport,,,,,,,Matt,Lawton,Matthew,180.0,70.0,L,R,1995-09-05,2006-05-16,lawtm002,lawtoma02
leachja01,2001,1,8,10,0,1,0,0,0,1.0,0.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0,1969.0,3.0,14.0,USA,CA,San Francisco,,,,,,,Jalal,Leach,Jalal Donnell,200.0,74.0,L,L,2001-09-05,2001-10-06,leacj001,leachja01
lecroma01,2001,1,15,40,6,17,5,0,3,12.0,0.0,1.0,0,8.0,0.0,1.0,0.0,1.0,0.0,1975.0,12.0,13.0,USA,SC,Belton,,,,,,,Matt,LeCroy,Matthew Hanks,225.0,74.0,R,R,2000-04-03,2007-09-30,lecrm001,lecroma01
ledeeri01,2001,1,78,242,33,56,21,1,2,36.0,3.0,3.0,23,58.0,0.0,3.0,1.0,3.0,3.0,1973.0,11.0,22.0,P.R.,,Ponce,,,,,,,Ricky,Ledee,Ricardo Alberto,190.0,74.0,L,L,1998-06-14,2007-07-07,leder001,ledeeri01
leeca01,2001,1,150,558,75,150,33,3,24,84.0,17.0,7.0,38,85.0,2.0,6.0,1.0,2.0,15.0,1976.0,6.0,20.0,Panama,Cocle,Aguadulce,,,,,,,Carlos,Lee,Carlos,270.0,74.0,R,R,1999-05-07,2012-10-03,lee-c001,leeca01
leeda01,2001,1,41,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1973.0,3.0,12.0,USA,PA,Pittsburgh,,,,,,,David,Lee,David Emmer,200.0,73.0,R,R,1999-05-22,2004-04-23,lee-d003,leeda01
leede02,2001,1,158,561,83,158,37,4,21,75.0,4.0,2.0,50,126.0,1.0,8.0,0.0,6.0,18.0,1975.0,9.0,6.0,USA,CA,Sacramento,,,,,,,Derrek,Lee,Derrek Leon,240.0,77.0,R,R,1997-04-28,2011-09-28,lee-d002,leede02
leetr01,2001,1,157,555,75,143,34,2,20,90.0,3.0,4.0,71,109.0,5.0,4.0,1.0,9.0,15.0,1975.0,5.0,26.0,USA,CA,San Diego,,,,,,,Travis,Lee,Travis Reynolds,205.0,75.0,L,L,1998-03-31,2006-09-01,lee-t002,leetr01
leiteal01,2001,1,29,62,2,4,0,1,0,3.0,0.0,0.0,2,28.0,0.0,0.0,0.0,0.0,0.0,1965.0,10.0,23.0,USA,NJ,Toms River,,,,,,,Al,Leiter,Alois Terry,200.0,74.0,L,L,1987-09-15,2005-10-02,leita001,leiteal01
leitema01,2001,1,20,7,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,1963.0,4.0,13.0,USA,IL,Joliet,,,,,,,Mark,Leiter,Mark Edward,200.0,75.0,R,R,1990-07-24,2001-10-07,leitm001,leitema01
leskacu01,2001,1,70,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1968.0,4.0,2.0,USA,PA,Homestead,,,,,,,Curt,Leskanic,Curtis John,180.0,72.0,R,R,1993-06-27,2004-10-02,leskc001,leskacu01
levinal01,2001,1,64,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1968.0,5.0,22.0,USA,IL,Park Ridge,,,,,,,Al,Levine,Alan Brian,180.0,75.0,L,R,1996-06-22,2005-06-10,levia001,levinal01
levisje01,2001,1,12,33,6,8,2,0,0,3.0,0.0,0.0,3,7.0,0.0,0.0,0.0,0.0,1.0,1968.0,4.0,14.0,USA,PA,Philadelphia,,,,,,,Jesse,Levis,Jesse,180.0,69.0,L,R,1992-04-24,2001-10-07,levij001,levisje01
levraal01,2001,1,32,33,1,2,0,0,0,1.0,0.0,0.0,1,14.0,0.0,0.0,6.0,1.0,0.0,1977.0,8.0,15.0,USA,MA,Fall River,,,,,,,Allen,Levrault,Allen Harry,240.0,75.0,R,R,2000-06-13,2003-06-27,levra001,levraal01
lewisda01,2001,1,82,164,18,46,9,1,1,12.0,5.0,5.0,8,25.0,0.0,3.0,5.0,0.0,2.0,1967.0,8.0,28.0,USA,CA,Berkeley,,,,,,,Darren,Lewis,Darren Joel,180.0,72.0,R,R,1990-08-21,2002-07-30,lewid001,lewisda01
lewisma01,2001,1,6,13,1,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,0.0,1969.0,11.0,30.0,USA,OH,Hamilton,,,,,,,Mark,Lewis,Mark David,190.0,73.0,R,R,1991-04-26,2001-05-30,lewim001,lewisma01
lidleco01,2001,1,29,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1972.0,3.0,22.0,USA,CA,Hollywood,2006.0,10.0,11.0,USA,NY,New York,Cory,Lidle,Cory Fulton,175.0,71.0,R,R,1997-05-08,2006-10-01,lidlc001,lidleco01
liebejo01,2001,1,35,76,3,12,2,0,0,2.0,0.0,0.0,2,22.0,0.0,0.0,9.0,0.0,2.0,1970.0,4.0,2.0,USA,IA,Council Bluffs,,,,,,,Jon,Lieber,Jonathan Ray,220.0,75.0,L,R,1994-05-15,2008-09-05,liebj001,liebejo01
liebemi01,2001,1,34,121,21,28,8,0,2,11.0,0.0,0.0,12,21.0,2.0,3.0,0.0,0.0,2.0,1972.0,1.0,18.0,USA,CA,Glendale,,,,,,,Mike,Lieberthal,Michael Scott,170.0,72.0,R,R,1994-06-30,2007-09-22,liebm001,liebemi01
liefeje01,2001,1,83,254,36,65,13,0,18,39.0,0.0,1.0,20,69.0,1.0,2.0,1.0,2.0,6.0,1974.0,8.0,17.0,USA,CA,Fontana,,,,,,,Jeff,Liefer,Jeffrey David,195.0,75.0,L,R,1999-04-07,2005-09-30,liefj001,liefeje01
ligteke01,2001,1,53,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,5.0,11.0,USA,SD,Rapid City,,,,,,,Kerry,Ligtenberg,Kerry Dale,185.0,74.0,R,R,1997-08-12,2005-05-29,ligtk001,ligteke01
lillyte01,2001,1,26,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,0.0,0.0,1976.0,1.0,4.0,USA,CA,Lomita,,,,,,,Ted,Lilly,Theodore Roosevelt,195.0,72.0,L,L,1999-05-14,2013-06-04,lillt001,lillyte01
limajo01,4002,3,32,17,0,0,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,1.0,0.0,0.0,1972.0,9.0,30.0,D.R.,Santiago,Santiago,2010.0,5.0,23.0,USA,CA,Pasadena,Jose,Lima,Jose Desiderio Rodriguez,170.0,74.0,R,R,1994-04-20,2006-07-07,limaj001,limajo01
lincomi01,2001,1,31,4,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,4.0,10.0,USA,CA,Carmichael,,,,,,,Mike,Lincoln,Michael George,211.0,74.0,R,R,1999-04-07,2010-05-31,lincm001,lincomi01
linebsc01,2001,1,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1976.0,8.0,4.0,USA,TX,Austin,,,,,,,Scott,Linebrink,Scott Cameron,220.0,75.0,R,R,2000-04-15,2011-09-28,lines001,linebsc01
lirafe01,2001,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,4.0,26.0,Venezuela,Miranda,Santa Teresa del Tuy,,,,,,,Felipe,Lira,Antonio Felipe,170.0,72.0,R,R,1995-04-27,2001-05-21,liraf001,lirafe01
littlma01,2001,1,51,85,18,29,6,0,3,13.0,5.0,2.0,1,20.0,1.0,4.0,0.0,0.0,0.0,1972.0,7.0,11.0,USA,IL,Edwardsville,,,,,,,Mark,Little,Mark Travis,195.0,72.0,R,R,1998-09-12,2004-07-20,littm001,littlma01
lloydgr01,2001,1,84,2,0,0,0,0,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1967.0,4.0,9.0,Australia,Victoria,Geelong,,,,,,,Graeme,Lloyd,Graeme John,225.0,80.0,L,L,1993-04-11,2003-09-27,lloyg001,lloydgr01
loaizes01,2001,1,36,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1971.0,12.0,31.0,Mexico,Baja California,Tijuana,,,,,,,Esteban,Loaiza,Esteban Antonio,230.0,74.0,R,R,1995-04-29,2008-06-11,loaie001,loaizes01
lockhke01,2001,1,104,178,17,39,6,0,3,12.0,1.0,2.0,16,22.0,1.0,2.0,2.0,1.0,1.0,1964.0,11.0,10.0,USA,CA,Whittier,,,,,,,Keith,Lockhart,Keith Virgil,170.0,70.0,L,R,1994-04-05,2003-09-27,lockk001,lockhke01
loducpa01,2001,1,125,460,71,147,28,0,25,90.0,2.0,4.0,39,30.0,2.0,6.0,5.0,9.0,11.0,1972.0,4.0,12.0,USA,NY,Brooklyn,,,,,,,Paul,Lo Duca,Paul Anthony,193.0,70.0,R,R,1998-06-21,2008-09-27,lodup001,loducpa01
loeweca01,2001,1,2,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,9.0,24.0,USA,LA,Lafayette,,,,,,,Carlton,Loewer,Carlton Edward,220.0,78.0,R,R,1998-06-14,2003-06-07,loewc001,loeweca01
loftoja01,2001,1,8,26,1,5,1,0,0,1.0,2.0,1.0,1,4.0,0.0,0.0,0.0,1.0,1.0,1974.0,3.0,6.0,USA,CA,Los Angeles,,,,,,,James,Lofton,James O'Neal,170.0,70.0,B,R,2001-09-19,2001-10-05,loftj001,loftoja01
loftoke01,2001,1,133,517,91,135,21,4,14,66.0,16.0,8.0,47,69.0,1.0,2.0,5.0,5.0,8.0,1967.0,5.0,31.0,USA,IN,East Chicago,,,,,,,Kenny,Lofton,Kenneth,180.0,72.0,L,L,1991-09-14,2007-09-29,loftk001,loftoke01
lohseky01,2001,1,19,5,0,2,1,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1978.0,10.0,4.0,USA,CA,Chico,,,,,,,Kyle,Lohse,Kyle Matthew,215.0,74.0,R,R,2001-06-22,2016-07-19,lohsk001,lohseky01
loiseri01,2001,1,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1972.0,1.0,12.0,USA,WI,Neenah,,,,,,,Rich,Loiselle,Richard Frank,225.0,77.0,R,R,1996-09-07,2001-10-06,loisr001,loiseri01
longte01,2001,1,162,629,90,178,37,4,12,85.0,9.0,3.0,52,103.0,8.0,0.0,0.0,6.0,17.0,1976.0,2.0,29.0,USA,AL,Montgomery,,,,,,,Terrence,Long,Terrence Deon,190.0,73.0,L,L,1999-04-14,2006-06-05,longt002,longte01
loopebr01,2001,1,71,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1974.0,10.0,28.0,USA,OK,Weatherford,,,,,,,Braden,Looper,Braden LaVern,210.0,76.0,R,R,1998-03-31,2009-10-02,loopb001,loopebr01
lopezal02,4002,3,33,29,0,1,0,0,0,0.0,0.0,0.0,2,13.0,0.0,1.0,2.0,0.0,1.0,1971.0,8.0,18.0,USA,AZ,Mesa,,,,,,,Albie,Lopez,Albert Anthony,240.0,74.0,R,R,1993-07-06,2003-06-19,lopea002,lopezal02
lopezfe01,2001,1,49,177,21,46,5,4,5,23.0,4.0,3.0,12,39.0,1.0,0.0,1.0,2.0,2.0,1980.0,5.0,12.0,P.R.,,Bayamon,,,,,,,Felipe,Lopez,Felipe,205.0,72.0,B,R,2001-08-03,2011-08-20,lopef001,lopezfe01
lopezja01,2001,1,128,438,45,117,16,1,17,66.0,1.0,0.0,28,82.0,3.0,10.0,1.0,5.0,12.0,1970.0,11.0,5.0,P.R.,,Ponce,,,,,,,Javy,Lopez,Javier,185.0,75.0,R,R,1992-09-18,2006-09-02,lopej001,lopezja01
lopezlu02,2001,1,92,222,22,60,8,3,4,18.0,0.0,1.0,14,44.0,2.0,5.0,5.0,1.0,6.0,1970.0,9.0,4.0,P.R.,,Cidra,,,,,,,Luis,Lopez,Luis Manuel,175.0,71.0,B,R,1993-09-07,2005-06-19,lopel002,lopezlu02
lopezlu03,2001,1,41,119,10,29,4,0,3,10.0,0.0,0.0,8,16.0,1.0,0.0,1.0,0.0,10.0,1973.0,10.0,5.0,USA,NY,Brooklyn,,,,,,,Luis,Lopez,Luis,205.0,72.0,R,R,2001-04-29,2004-04-24,lopel003,lopezlu03
lopezme01,4002,3,32,58,8,14,3,1,1,7.0,0.0,0.0,6,20.0,1.0,1.0,0.0,1.0,0.0,1973.0,10.0,15.0,D.R.,Duarte,Pimentel,,,,,,,Mendy,Lopez,Mendy,200.0,74.0,R,R,1998-06-03,2004-05-27,lopem001,lopezme01
loretma01,2001,1,102,384,40,111,14,2,2,29.0,1.0,2.0,28,46.0,0.0,7.0,7.0,3.0,6.0,1971.0,8.0,14.0,USA,CA,Santa Monica,,,,,,,Mark,Loretta,Mark David,175.0,72.0,R,R,1995-09-04,2009-10-04,lorem001,loretma01
lowede01,2001,1,67,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1973.0,6.0,1.0,USA,MI,Dearborn,,,,,,,Derek,Lowe,Derek Christopher,230.0,78.0,R,R,1997-04-26,2013-05-19,lowed001,lowede01
lowelmi01,2001,1,146,551,65,156,37,0,18,100.0,1.0,2.0,43,79.0,3.0,10.0,0.0,10.0,9.0,1974.0,2.0,24.0,P.R.,,San Juan,,,,,,,Mike,Lowell,Michael Averett,195.0,76.0,R,R,1998-09-13,2010-10-02,lowem001,lowelmi01
lowese01,2001,1,45,3,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1971.0,3.0,29.0,USA,TX,Dallas,,,,,,,Sean,Lowe,Jonathan Sean,205.0,74.0,R,R,1997-08-29,2003-07-30,lowes001,lowese01
lugoju01,2001,1,140,513,93,135,20,3,10,37.0,12.0,11.0,46,116.0,0.0,5.0,15.0,7.0,7.0,1975.0,11.0,16.0,D.R.,Barahona,Barahona,,,,,,,Julio,Lugo,Julio Cesar,175.0,73.0,R,R,2000-04-15,2011-08-23,lugoj001,lugoju01
lukasma01,2001,1,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,3.0,8.0,USA,NJ,Jersey City,,,,,,,Mark,Lukasiewicz,Mark Francis,240.0,77.0,L,L,2001-05-11,2002-09-29,lukam001,lukasma01
lunarfe01,2001,1,64,167,8,41,7,0,0,16.0,0.0,0.0,7,32.0,0.0,3.0,2.0,1.0,8.0,1977.0,5.0,25.0,Venezuela,Anzoategui,Cantaura,,,,,,,Fernando,Lunar,Fernando Jose,195.0,73.0,R,R,2000-05-08,2002-04-11,lunaf001,lunarfe01
lundqda01,2001,1,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,6.0,4.0,USA,MA,Beverly,,,,,,,David,Lundquist,David Bruce,200.0,74.0,R,R,1999-04-06,2002-06-28,lundd001,lundqda01
lyonbr01,2001,1,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,8.0,10.0,USA,UT,Salt Lake City,,,,,,,Brandon,Lyon,Brandon James,200.0,73.0,R,R,2001-08-04,2013-07-04,lyonb003,lyonbr01
mabryjo01,4002,3,87,154,14,32,7,0,6,20.0,1.0,0.0,13,46.0,1.0,5.0,0.0,2.0,6.0,1970.0,10.0,17.0,USA,DE,Wilmington,,,,,,,John,Mabry,John Steven,195.0,76.0,L,R,1994-04-23,2007-05-17,mabrj001,mabryjo01
macdomi01,2001,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1977.0,3.0,5.0,USA,NV,Las Vegas,,,,,,,Mike,MacDougal,Robert Meiklejohn,180.0,76.0,B,R,2001-09-22,2012-04-30,macdm001,macdomi01
macharo01,2001,1,52,135,13,30,10,0,2,13.0,0.0,0.0,7,26.0,3.0,1.0,3.0,0.0,4.0,1973.0,6.0,3.0,Venezuela,Carabobo,Puerto Cabello,,,,,,,Robert,Machado,Robert Alexis,205.0,73.0,R,R,1996-07-24,2004-09-18,machr001,macharo01
maciajo01,2001,1,137,488,62,131,24,6,8,51.0,21.0,6.0,32,54.0,0.0,3.0,8.0,3.0,7.0,1972.0,1.0,25.0,Panama,Panama,Panama,,,,,,,Jose,Macias,Jose Prado,173.0,70.0,B,R,1999-05-12,2005-10-02,macij001,maciajo01
mackoro01,2001,1,83,214,30,57,15,2,4,21.0,4.0,3.0,15,52.0,5.0,3.0,2.0,3.0,3.0,1976.0,6.0,20.0,USA,IL,Oak Lawn,,,,,,,Rob,Mackowiak,Robert William,166.0,70.0,L,R,2001-05-19,2008-06-05,mackr001,mackoro01
macrasc01,2001,1,24,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1974.0,8.0,13.0,USA,MI,Dearborn,,,,,,,Scott,MacRae,Scott Patrick,205.0,75.0,R,R,2001-07-24,2001-10-06,macrs001,macrasc01
maddugr01,2001,1,35,64,3,12,0,0,0,3.0,0.0,0.0,2,19.0,0.0,2.0,13.0,0.0,1.0,1966.0,4.0,14.0,USA,TX,San Angelo,,,,,,,Greg,Maddux,Gregory Alan,170.0,72.0,R,R,1986-09-03,2008-09-27,maddg002,maddugr01
madurca01,2001,1,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,9.0,5.0,Aruba,,Santa Cruz,,,,,,,Calvin,Maduro,Calvin Gregory,175.0,72.0,R,R,1996-09-08,2002-06-04,maduc001,madurca01
magadda01,2001,1,91,128,12,32,7,0,1,12.0,0.0,0.0,12,20.0,0.0,1.0,0.0,1.0,1.0,1962.0,9.0,30.0,USA,FL,Tampa,,,,,,,Dave,Magadan,David Joseph,190.0,75.0,L,R,1986-09-07,2001-09-26,magad001,magadda01
mageewe01,2001,1,90,207,26,44,11,4,5,17.0,3.0,0.0,23,44.0,1.0,1.0,1.0,1.0,8.0,1972.0,8.0,3.0,USA,MS,Hattiesburg,,,,,,,Wendell,Magee,Wendell Errol,225.0,72.0,R,R,1996-08-16,2002-09-01,magew001,mageewe01
magnami01,2001,1,65,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1965.0,6.0,17.0,USA,CA,Glendale,,,,,,,Mike,Magnante,Michael Anthony,180.0,73.0,L,L,1991-04-22,2002-07-29,magnm001,magnami01
magruch01,2001,1,17,29,3,5,0,0,0,1.0,0.0,0.0,1,5.0,0.0,1.0,0.0,0.0,1.0,1977.0,4.0,26.0,USA,WA,Tacoma,,,,,,,Chris,Magruder,Christopher James,200.0,71.0,B,R,2001-09-04,2005-09-28,magrc001,magruch01
mahayro01,2001,1,17,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1971.0,6.0,28.0,USA,IL,Crestwood,,,,,,,Ron,Mahay,Ronald Matthew,200.0,74.0,L,L,1995-05-21,2010-08-21,mahar001,mahayro01
mahompa01,2001,1,56,1,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,8.0,9.0,USA,TX,Bryan,,,,,,,Pat,Mahomes,Patrick Lavon,175.0,73.0,R,R,1992-04-12,2003-08-26,mahop001,mahompa01
mannji01,2001,1,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,11.0,17.0,USA,MA,Brockton,,,,,,,Jim,Mann,James Joseph,225.0,75.0,R,R,2000-05-29,2003-08-01,mannj001,mannji01
mantema01,2001,1,8,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1973.0,7.0,7.0,USA,FL,Tampa,,,,,,,Matt,Mantei,Matthew Bruce,181.0,73.0,R,R,1995-06-18,2005-07-01,mantm001,mantema01
manzajo01,2001,1,71,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1967.0,10.0,16.0,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Josias,Manzanillo,Josias,190.0,72.0,R,R,1991-10-05,2004-09-22,manzj001,manzajo01
marquja01,2001,1,40,31,3,1,0,0,0,0.0,0.0,0.0,2,10.0,0.0,0.0,2.0,0.0,0.0,1978.0,8.0,21.0,USA,NY,Manhasset,,,,,,,Jason,Marquis,Jason Scott,220.0,73.0,L,R,2000-06-06,2015-05-25,marqj001,marquja01
